"";"cntry";"year";"CPIH";"DGDP";"DMGT";"DXGT";"LTIR";"NAWU";"NPON";"PDEB";"PDEF";"PGDP";"POPU";"REER";"STIR";"TFFP";"UNEM";"UVGD";"id";"CC.EST";"GE.EST";"PV.EST";"RL.EST";"RQ.EST";"VA.EST";"VA.STD.ERR"
"121";"BEL";2019;108,3726062;113,6672702;410,8185;413,172;NA;6,333773;NA;101,2753;0,8227947;406,6142;11460;1;NA;101,3266488;5,6;463,0862;2;1,551961;1,032227;0,4811862;1,363715;1,290999;1,36912;0,1381988
"122";"BEL";2020;110,1518405;115,4625059;430,2713;431,7633;NA;6,18247;NA;100,7368;0,4949512;411,7006;11517,92;1;NA;101,3786314;5,3;476,0404;2;NA;NA;NA;NA;NA;NA;NA
"123";"CYP";1960;NA;NA;0,15909;0,12649;NA;NA;NA;NA;NA;NA;572,783;0,647993726;NA;NA;NA;0,2709;3;NA;NA;NA;NA;NA;NA;NA
"124";"CYP";1961;NA;NA;0,16478;0,13371;NA;NA;NA;NA;NA;NA;574,733;0,653976531;NA;NA;NA;0,29421;3;NA;NA;NA;NA;NA;NA;NA
"125";"CYP";1962;NA;NA;0,18973;0,14802;NA;NA;NA;NA;NA;NA;577,4;0,655586204;NA;NA;NA;0,32974;3;NA;NA;NA;NA;NA;NA;NA
"126";"CYP";1963;NA;NA;0,2009;0,15561;NA;NA;NA;NA;NA;NA;582,2;0,655299655;NA;NA;NA;0,34421;3;NA;NA;NA;NA;NA;NA;NA
"127";"CYP";1964;NA;NA;0,16222;0,13356;NA;NA;NA;NA;NA;NA;586,95;0,654706958;NA;NA;NA;0,31584;3;NA;NA;NA;NA;NA;NA;NA
"128";"CYP";1965;NA;NA;0,21744;0,19561;NA;NA;NA;NA;NA;NA;590,8;0,65441629;NA;NA;NA;0,39768;3;NA;NA;NA;NA;NA;NA;NA
"129";"CYP";1966;NA;NA;0,23803;0,22736;NA;NA;NA;NA;NA;NA;595,15;0,653469503;NA;NA;NA;0,43374;3;NA;NA;NA;NA;NA;NA;NA
"130";"CYP";1967;NA;NA;0,25515;0,24025;NA;NA;NA;NA;NA;NA;599,45;0,659472435;NA;NA;NA;0,49111;3;NA;NA;NA;NA;NA;NA;NA
"131";"CYP";1968;NA;NA;0,27658;0,25828;NA;NA;NA;NA;NA;NA;604,3;0,732316505;NA;NA;NA;0,47994;3;NA;NA;NA;NA;NA;NA;NA
"132";"CYP";1969;NA;NA;0,33578;0,29973;NA;NA;NA;NA;NA;NA;609,4;0,726165198;NA;NA;NA;0,55658;3;NA;NA;NA;NA;NA;NA;NA
"133";"CYP";1970;NA;NA;0,38339;0,3231;NA;NA;NA;NA;NA;NA;614,45;0,728775872;NA;NA;NA;0,59588;3;NA;NA;NA;NA;NA;NA;NA
"134";"CYP";1971;NA;NA;0,41978;0,36928;NA;NA;NA;NA;NA;NA;620;0,734874264;NA;NA;NA;0,68194;3;NA;NA;NA;NA;NA;NA;NA
"135";"CYP";1972;NA;NA;0,48291;0,42998;NA;NA;NA;NA;NA;NA;627,439;0,735060023;NA;NA;NA;0,77407;3;NA;NA;NA;NA;NA;NA;NA
"136";"CYP";1973;NA;NA;0,62248;0,49107;NA;NA;NA;NA;NA;NA;634,789;0,734607124;NA;NA;NA;0,86063;3;NA;NA;NA;NA;NA;NA;NA
"137";"CYP";1974;NA;NA;0,61731;0,42755;NA;NA;NA;NA;NA;NA;571,75;0,742445385;NA;NA;NA;0,78624;3;NA;NA;NA;NA;NA;NA;NA
"138";"CYP";1975;NA;NA;0,48449;0,32014;NA;NA;NA;NA;NA;NA;502;0,780899955;NA;NA;NA;0,63071;3;NA;NA;NA;NA;NA;NA;NA
"139";"CYP";1976;NA;NA;0,69288;0,58102;NA;NA;NA;NA;NA;NA;497,95;0,783648599;NA;NA;NA;0,81655;3;NA;NA;NA;NA;NA;NA;NA
"140";"CYP";1977;NA;NA;0,93598;0,69719;NA;NA;NA;NA;NA;NA;497,8;0,795396652;NA;NA;NA;1,01941;3;NA;NA;NA;NA;NA;NA;NA
"141";"CYP";1978;NA;NA;1,01907;0,72371;NA;NA;NA;NA;NA;NA;499,65;0,812080632;NA;NA;NA;1,19528;3;NA;NA;NA;NA;NA;NA;NA
"142";"CYP";1979;NA;NA;1,25688;0,9297;NA;NA;NA;NA;NA;NA;503,55;0,829699679;NA;NA;NA;1,4547;3;NA;NA;NA;NA;NA;NA;NA
"143";"CYP";1980;NA;NA;1,57474;1,19295;NA;NA;NA;NA;NA;NA;509,05;0,790684363;NA;NA;NA;1,84302;3;NA;NA;NA;NA;NA;NA;NA
"144";"CYP";1981;NA;NA;1,84891;1,5489;NA;NA;NA;NA;NA;NA;515,25;0,779050496;NA;NA;NA;2,15491;3;NA;NA;NA;NA;NA;NA;NA
"145";"CYP";1982;NA;NA;2,18187;1,82575;NA;NA;NA;NA;NA;NA;521,4;0,783581707;NA;NA;NA;2,50661;3;NA;NA;NA;NA;NA;NA;NA
"146";"CYP";1983;NA;NA;2,53799;2,11109;NA;NA;NA;NA;NA;NA;528,05;0,744024166;NA;NA;NA;2,92785;3;NA;NA;NA;NA;NA;NA;NA
"147";"CYP";1984;NA;NA;3,27042;2,81224;NA;NA;NA;NA;NA;NA;534,95;0,712532933;NA;NA;NA;3,59705;3;NA;NA;NA;NA;NA;NA;NA
"148";"CYP";1985;NA;NA;2,44774;2,14064;NA;NA;NA;NA;NA;NA;541,5;0,925069284;NA;NA;NA;3,0706;3;NA;NA;NA;NA;NA;NA;NA
"149";"CYP";1986;NA;NA;2,14632;2,09651;NA;NA;NA;NA;NA;NA;547,75;0,942707176;NA;NA;NA;3,25201;3;NA;NA;NA;NA;NA;NA;NA
"150";"CYP";1987;NA;NA;2,17049;2,15531;NA;NA;NA;NA;NA;NA;553,75;1,070628458;NA;NA;NA;3,18816;3;NA;NA;NA;NA;NA;NA;NA
"151";"CYP";1988;NA;NA;2,96199;2,8097;NA;NA;NA;NA;NA;NA;559,65;0,936202531;NA;NA;NA;4,07847;3;NA;NA;NA;NA;NA;NA;NA
"152";"CYP";1989;NA;NA;3,46573;3,14443;NA;NA;NA;NA;NA;NA;567,7;1,012464248;NA;NA;NA;4,27059;3;NA;NA;NA;NA;NA;NA;NA
"153";"CYP";1990;NA;55,9784028;3,80318;3,63022;NA;NA;NA;NA;NA;NA;579,9;0,994320609;NA;NA;NA;4,92576;3;NA;NA;NA;NA;NA;NA;NA
"154";"CYP";1991;NA;59,0268238;4,04737;3,52797;NA;NA;NA;NA;NA;NA;595,1;0,979626636;NA;NA;NA;5,23245;3;NA;NA;NA;NA;NA;NA;NA
"155";"CYP";1992;NA;61,3251165;4,89934;4,24509;NA;NA;NA;NA;NA;NA;611,15;0,997267946;NA;NA;NA;5,96274;3;NA;NA;NA;NA;NA;NA;NA
"156";"CYP";1993;NA;64,5613092;4,09158;4,28016;NA;NA;69,067;NA;NA;NA;626,05;0,996013833;NA;NA;NA;6,3214;3;NA;NA;NA;NA;NA;NA;NA
"157";"CYP";1994;NA;67,8605175;4,569;4,78366;NA;NA;70,485;NA;NA;NA;639,15;0,997705348;NA;NA;NA;7,03637;3;NA;NA;NA;NA;NA;NA;NA
"158";"CYP";1995;NA;66,6437808;5,13694;5,07132;NA;NA;71,846;47,849;1,1643172;NA;650,85;1,010841076;NA;98,7825219;NA;7,59597;3;NA;NA;NA;NA;NA;NA;NA
"159";"CYP";1996;66,8108333;68,3709209;5,57368;5,53947;NA;NA;73,181;49,1372;-0,7193433;NA;661,3;1,011328028;NA;97,4453111;NA;7,89012;3;1,331288;1,171664;0,3873754;0,857321;1,261967;1,035754;0,2088098
"160";"CYP";1997;69,0233333;71,0369498;5,93858;5,82147;6,93;NA;74,45;53,026;-2,4625482;NA;670,75;0,995145863;NA;97,3367762;5,2;8,41428;3;1,2153805;1,2103635;0,30452995;0,91790655;1,2349725;1,0094153;0,21162795
"161";"CYP";1998;70,6341667;72,8199857;6,06012;6,28759;6,74;4,353945;75,533;54,6581;-0,9039955;12,79772;679,05;0,989861159;NA;101,0083751;5,1;9,15258;3;1,099473;1,249063;0,2216845;0,9784921;1,207978;0,9830766;0,2144461
"162";"CYP";1999;71,4391667;74,5606337;6,32526;6,58538;7,36;4,468472;72,876;54,8442;-1,1447291;13,28706;686,7;0,989006858;6,25;102,9401794;5,4;9,83973;3;1,110367;1,1895735;0,3685773;1,00921305;1,172617;1,0201068;0,211166
"163";"CYP";2000;74,9083333;77,2628453;7,29656;7,55919;7,55;4,636859;78,079;55,7361;0,9787654;13,76583;694;0,980600539;6,44;106,161712;4,8;10,80458;3;1,121261;1,130084;0,5154701;1,039934;1,137256;1,057137;0,2078859
"164";"CYP";2001;76,3983333;79,8169467;7,38413;7,91422;7,62;4,820519;80,466;57,3221;1,0983727;14,23899;701,5;0,983966484;5,93;107,2504629;3,9;11,60293;3;1,141499;1,24034;0,355155;1,0278125;1,187121;1,087128;0,2035367
"165";"CYP";2002;78,5258333;80,1356717;7,39912;7,5404;5,7;5,09444;83,181;60,5193;-1,0945488;14,76667;709,61;0,982958409;4,4;107,7025633;3,5;12,08295;3;1,161737;1,350596;0,1948399;1,015691;1,236986;1,117119;0,1991875
"166";"CYP";2003;81,6483333;83,182185;7,23915;7,43475;4,74;5,503447;85,107;63,8377;-2,7138352;15,27497;718,31;0,997977016;3,9;106,2469194;4,1;12,87133;3;1,233545;1,183419;0,5313178;0,9688059;1,214373;0,994463;0,1916587
"167";"CYP";2004;83,1975;85,7646943;7,94658;7,92929;5,8;5,890963;87,23;64,766;-0,7151909;15,81025;727,98;0,994149749;4,74;106,9778275;4,6;13,93798;3;0,8902328;1,127475;0,3798992;0,9229077;1,228797;0,9500313;0,1768129
"168";"CYP";2005;84,8833333;88,2582162;8,45584;8,3757;5,16;6,330089;89,494;63,437;0,9998442;16,35179;738,54;0,985572569;4,25;107,520832;5,3;15,03929;3;0,9068687;1,157761;0,5162975;0,8870873;1,221836;0,9558727;0,1768888
"169";"CYP";2006;86,79;91,1479763;9,16803;8,69071;4,13;6,624233;92,173;59,2607;1,9249976;17,00302;750,96;0,983778538;3,37;108,0206997;4,6;16,26384;3;1,093416;1,267324;0,5397544;1,105021;1,27707;1,052067;0,1635533
"170";"CYP";2007;88,6683333;93,8039156;10,20563;9,36879;4,48;6,936707;95,043;54,0323;6,0320085;17,69745;767,12;0,995482458;4,15;107,3733756;3,9;17,59105;3;1,080966;1,427616;0,5371549;1,119864;1,331325;1,066656;0,1608021
"171";"CYP";2008;92,5516667;97,7841094;11,9464;9,5203;4,6;7,292686;97,858;45,5571;3,4925482;18,42461;786,63;1;4,63;105,5888669;3,7;19,00618;3;1,204644;1,532571;0,6396841;1,216479;1,367876;1,084034;0,1593429
"172";"CYP";2009;92,7125;98,0485876;10,0976;9,0991;4,6;7,837383;101,037;54,2965;-3,1204598;18,94086;808,04;1;1,22;100,9780109;5,4;18,67353;3;0,912045;1,418329;0,3891754;1,212835;1,362604;1,068028;0,1491989
"173";"CYP";2010;95,0866667;100;11,09295;9,69075;4,6;8,18025;104,624;56,7568;-2,7549922;19,38277;829,45;1;0,81;100;6,3;19,29951;3;0,9748735;1,53183;0,4524448;1,216249;1,423306;1,023391;0,146709
"174";"CYP";2011;98,4016667;101,8248606;10,99972;10,44318;5,79;8,500765;108,476;66,1799;-3,5385977;19,69129;850,88;1;1,39;99,0340836;7,9;19,73098;3;0,866362;1,563668;0,6079845;1,07301;1,236406;1,053583;0,1463931
"175";"CYP";2012;101,4508333;103,5603706;10,65802;10,41615;7;9,002725;112,442;80,1371;-2,4166586;19,69391;863,94;1;0,57;97,301398;11,9;19,48972;3;1,251134;1,391172;0,6351261;1,09963;1,130751;1,022024;0,1441352
"176";"CYP";2013;101,8383333;102,3252705;10,38326;10,63911;6,5;9,462891;116,724;103,1198;-1,7099869;19,40753;861,94;1;0,22;94,4590921;15,9;18,14049;3;1,245758;1,366624;0,5633472;1,036581;0,9171373;0,9808227;0,1402562
"177";"CYP";2014;101,5733333;100,6528439;10,6146;10,9256;6;9,518633;121,364;107,9712;-5,7961451;19,02146;852,5;1;0,21;94,4069196;16,1;17,60998;3;1,075781;1,140384;0,5518821;1,077018;1,098858;1,01997;0,1542925
"178";"CYP";2015;99,9991667;99,4783363;11,4129;11,4481;4,54;9,480757;125,98;107,9904;1,8606989;18,8205;847,66;1;-0,01975;95,5943961;15;17,74602;3;1,007444;1,04862;0,5508665;1,039911;1,062325;1,031584;0,1530551
"179";"CYP";2016;98,7816667;98,891137;12,044;11,9324;3,77;9,34421;130,641;105,511;3,0751425;18,97989;851,56;1;-0,2641667;97,0915038;13;18,4902;3;0,8266463;0,9609431;0,6042547;0,721344;1,052626;1,04664;0,1502091
"180";"CYP";2017;99,4466667;100,5917647;13,4156;12,7262;2,62;9,190337;135,132;95,7524;4,3188608;19,37415;859,52;1;-0,33;97,5862354;11,1;19,64869;3;0,7827372;0,9199778;0,5377303;0,8849497;1,030003;1,055183;0,1513462
"181";"CYP";2018;100,2341667;102,1717381;13,6832;13,3266;2,18;8,879745;NA;102,5433;-2,2792119;19,74358;869,34;1;-0,32;97,9483606;8,4;20,73085;3;0,6400679;0,9209022;0,4993934;0,7528808;0,873209;1,038192;0,1552342
"182";"CYP";2019;101,1548822;103,3434497;14,29223;13,5692;NA;8,607186;NA;96,4223;5,3908093;20,16013;875,425;1;NA;98,0324496;6,7;21,61752;3;0,6048772;0,9924904;0,5165108;0,7598994;1,012343;1,077345;0,1459736
"183";"CYP";2020;102,2692742;104,6495985;14,90028;13,83436;NA;8,342965;NA;89,8795;4,9208166;20,59095;880,888;1;NA;97,9093564;5,9;22,48237;3;NA;NA;NA;NA;NA;NA;NA
"184";"DEU";1960;NA;10,5949701;11,796;13,6644;6,3;NA;8358,426;NA;NA;NA;72777,683;2,26811635;5,1;54,6012207;0,7;71,267;6;NA;NA;NA;NA;NA;NA;NA
"185";"DEU";1961;NA;11,4275865;12,7697;14,6476;5,88;NA;8573,576;NA;NA;NA;73340,128;2,202348875;3,59;55,5584769;0,5;80,427;6;NA;NA;NA;NA;NA;NA;NA
"186";"DEU";1962;NA;11,9534832;14,2472;15,439;5,91;NA;8835,477;NA;NA;NA;73987,949;2,187925331;3,42;56,9456359;0,4;88,052;6;NA;NA;NA;NA;NA;NA;NA
"187";"DEU";1963;NA;12,3222436;15,2996;16,8164;6,05;NA;9044,867;NA;NA;NA;74676,166;2,187925331;3,98;57,4511212;0,5;93,321;6;NA;NA;NA;NA;NA;NA;NA
"188";"DEU";1964;NA;12,6950475;17,0192;18,6914;6,23;NA;9271,267;NA;NA;NA;75279,841;2,187925331;4,09;60,1027539;0,5;102,549;6;NA;NA;NA;NA;NA;NA;NA
"189";"DEU";1965;NA;13,1680092;20,0119;20,4211;7,05;0,541858;9511,172;NA;NA;840,874;75924,87;2,187925331;5,14;61,9530949;0,4;112,065;6;NA;NA;NA;NA;NA;NA;NA
"190";"DEU";1966;NA;13,6213422;20,922;23,0477;8,13;0,541858;9769,397;NA;NA;874,717;76561,16;2,187925331;6,63;62,7276295;0,5;119,157;6;NA;NA;NA;NA;NA;NA;NA
"191";"DEU";1967;NA;13,899504;20,4606;25,0049;6,92;0,541858;10041,939;NA;NA;904,934;76912,006;2,177714832;4,27;62,9633155;1,4;121,217;6;NA;NA;NA;NA;NA;NA;NA
"192";"DEU";1968;NA;14,7151881;24,1209;29,1778;6,53;0,633657;10275,776;NA;NA;937,515;77254,808;2,104242189;3,79;65,489584;1;135,328;6;NA;NA;NA;NA;NA;NA;NA
"193";"DEU";1969;NA;15,6685546;29,3907;33,9025;6,84;0,741687;10477,286;NA;NA;977,591;77869,862;2,058573598;5,79;68,6792853;0,6;154,846;6;NA;NA;NA;NA;NA;NA;NA
"194";"DEU";1970;NA;18,159844;36,2688;40,2993;8,29;0,8662;10681,564;17,7807;NA;1018,285;78129,336;1,912937218;9,35;70,4206946;0,5;188,506;6;NA;NA;NA;NA;NA;NA;NA
"195";"DEU";1971;NA;20,0569531;40,5686;44,1791;7,98;1,000021;10886,676;17,8511;NA;1058,788;78272,816;1,864001473;7,11;71,2344684;0,6;214,721;6;NA;NA;NA;NA;NA;NA;NA
"196";"DEU";1972;NA;21,3694771;44,7944;49,0705;7,95;1,174246;11100,543;18,1134;NA;1100,928;78648,233;1,828799027;5,66;72,8843134;0,8;238,61;6;NA;NA;NA;NA;NA;NA;NA
"197";"DEU";1973;NA;24,7981184;55,0315;62,9528;9,27;1,36925;11308,105;17,6863;NA;1140,558;78896,321;1,675222284;12,21;74,7064315;0,8;290,123;6;NA;NA;NA;NA;NA;NA;NA
"198";"DEU";1974;NA;28,238406;72,3818;85,8976;10,4;1,653921;11509,772;18,5105;NA;1172,634;78927,072;1,578158633;9,8;74,9793289;1,8;333,313;6;NA;NA;NA;NA;NA;NA;NA
"199";"DEU";1975;NA;30,2026739;77,0749;85,4513;8,74;2,023474;11677,046;23,5944;NA;1198,288;78633,344;1,559133463;4,93;74,816829;3,3;353,408;6;NA;NA;NA;NA;NA;NA;NA
"200";"DEU";1976;NA;33,7937822;97,7408;105,9796;8,15;2,381102;11802,882;25,2601;NA;1224,943;78296,911;1,43952184;4,29;77,9955999;3,3;414,999;6;NA;NA;NA;NA;NA;NA;NA
"201";"DEU";1977;NA;37,0405458;109,7658;119,4404;6,63;2,812486;11951,503;26,2543;NA;1253,728;78119,866;1,354064515;4,33;79,7257468;3,2;470,096;6;NA;NA;NA;NA;NA;NA;NA
"202";"DEU";1978;NA;39,7380046;117,8052;129,474;6,18;3,306313;12103,97;27,7863;NA;1284,517;78051,907;1,306902952;3,73;80,8216498;3,1;519,503;6;NA;NA;NA;NA;NA;NA;NA
"203";"DEU";1979;NA;42,1824934;142,6114;144,6677;7,61;3,809104;12215,095;28,6153;NA;1318,046;78086,419;1,283838575;6,9;82,3086922;2,7;574,348;6;NA;NA;NA;NA;NA;NA;NA
"204";"DEU";1980;NA;44,2486252;164,6976;160,7692;8,49;4,327033;12213,393;30,3051;NA;1352,413;78248,562;1,290608079;9,54;81,7613702;2,7;610,968;6;NA;NA;NA;NA;NA;NA;NA
"205";"DEU";1981;NA;46,2851594;179,2682;182,8004;10,11;4,876956;12028,081;33,6908;NA;1380,398;78367,832;1,28533666;12,35;81,4344218;3,9;642,47;6;NA;NA;NA;NA;NA;NA;NA
"206";"DEU";1982;NA;51,2151187;193,2213;208,8285;8,97;5,415904;11740,57;36,4857;NA;1405,604;78293,329;1,214824397;8,75;80,9471208;5,6;708,094;6;NA;NA;NA;NA;NA;NA;NA
"207";"DEU";1983;NA;55,0988104;209,0441;221,8703;8,02;5,900008;11441,556;38,2128;NA;1432,2;78088,35;1,160903555;5,8;82,1104875;6,9;773,768;6;NA;NA;NA;NA;NA;NA;NA
"208";"DEU";1984;NA;57,0088093;234,1725;252,7249;7,95;6,280724;11270,647;38,9481;NA;1460,232;77818,891;1,144327472;5,97;83,4467259;7,1;823,191;6;NA;NA;NA;NA;NA;NA;NA
"209";"DEU";1985;NA;58,5284092;250,6195;280,3305;6,95;6,605965;11316,929;39,5057;NA;1490,321;77645,168;1,138299341;5,44;84,1521731;7,2;864,808;6;NA;NA;NA;NA;NA;NA;NA
"210";"DEU";1986;NA;63,0636645;239,5126;286,713;5,89;6,812494;11455,923;39,5153;NA;1525,316;77680,712;1,088126269;4,6;84,5484678;6,6;953,134;6;NA;NA;NA;NA;NA;NA;NA
"211";"DEU";1987;NA;65,617646;245,1101;293,9226;6,14;6,970296;11585,727;40,7462;NA;1562,652;77800,136;1,059156471;3,99;84,4788929;6,4;1005,64;6;NA;NA;NA;NA;NA;NA;NA
"212";"DEU";1988;NA;66,634569;263,4204;315,635;6,49;7,083747;11682,78;41,1119;NA;1603,826;78104,678;1,060623878;4,27;86,2699677;6,3;1059,084;6;NA;NA;NA;NA;NA;NA;NA
"213";"DEU";1989;NA;68,6937612;301,62;357,4564;7,35;7,140635;11755,706;39,5838;NA;1651,314;78711,033;1,058450888;7,07;87,9360348;5,6;1134,356;6;NA;NA;NA;NA;NA;NA;NA
"214";"DEU";1990;NA;71,6521369;332,7529;401,8807;8,73;7,189517;11853,236;41,27;NA;1703,401;79392,43;1,049216956;8,43;90,0175073;4,8;1245,386;6;NA;NA;NA;NA;NA;NA;NA
"215";"DEU";1991;NA;73,9105623;365,288;357,531;8,45;7,234898;11972,361;38,872;-0,5480441;1959,902;79973;1,048536938;9,18;92,1754984;5,6;1506,671;6;NA;NA;NA;NA;NA;NA;NA
"216";"DEU";1992;NA;78,9909378;373,972;365,395;7,84;7,366373;12104,377;41,3521;0,4803223;2021,251;80500;1,0329681;9,46;93,487027;6,6;1641,212;6;NA;NA;NA;NA;NA;NA;NA
"217";"DEU";1993;NA;85,8225424;358,341;359,48;6,51;7,523115;12268,221;44,9544;0,0444368;2072,981;80946;0,990060486;7,24;92,3586193;7,8;1766,104;6;NA;NA;NA;NA;NA;NA;NA
"218";"DEU";1994;NA;88,2202251;389,458;393,123;6,87;7,704335;12451,022;47,2749;0,7382437;2116,606;81147;0,983996564;5,32;93,6414158;8,4;1860,057;6;NA;NA;NA;NA;NA;NA;NA
"219";"DEU";1995;75,2816435;92,4011024;426,902;436,181;6,85;7,878514;12637,112;54,779;-5,9877928;2154,099;81308;0,958033162;4,48;94,139133;8,2;1982,061;6;NA;NA;NA;NA;NA;NA;NA
"220";"DEU";1996;75,7333333;91,2332855;435,802;451,991;6,22;8,126935;12794,615;57,6457;-0,1295216;2187,638;81466;0,976332299;3,27;94,0854716;8,9;1973,017;6;1,905217;1,724677;1,288753;1,609529;1,481484;1,328895;0,2080557
"221";"DEU";1997;76,875;88,9190355;474,141;497,309;5,64;8,386295;12911,597;58,6889;0,3897127;2219,603;81510;1,004371546;3,3;95,0904204;9,6;1958,528;6;1,979365;1,803325;1,265248;1,6366545;1,3836395;1,3103915;0,21080535
"222";"DEU";1998;77,3333333;89,2439744;503,745;530,284;4,57;8,604501;13016,936;59,4225;0,7704771;2252,436;81446;1,006800182;3,52;95,5058978;9,4;2004,598;6;2,053513;1,881973;1,241743;1,66378;1,285795;1,291888;0,213555
"223";"DEU";1999;77,8333333;90,1365553;543,646;558,369;4,49;8,78623;13209,354;59,9826;1,342693;2288,195;81422;1;2,96;95,6649581;8,6;2064,88;6;1,9572885;1,883518;1,327346;1,6508335;1,4003;1,303345;0,2078853
"224";"DEU";2000;78,9333333;89,731132;646,806;652,501;5,26;8,943566;13522,633;58,8612;3,9957382;2324,892;81457;1;4,39;96,4179761;7,9;2116,48;6;1,861064;1,885063;1,412949;1,637887;1,514805;1,314802;0,2022156
"225";"DEU";2001;80,4333333;90,8769983;656,29;694,733;4,8;9,076104;13879,868;57,7448;-0,1063376;2359,422;81517;1;4,26;97,5463125;7,8;2179,85;6;1,9002765;1,8024175;1,2562445;1,652026;1,536601;1,3644165;0,19485325
"226";"DEU";2002;81,5;92,1043391;622,997;719,655;4,78;9,187137;14252,271;59,4058;-0,9976056;2390,333;81578;1;3,32;97,3801124;8,6;2209,29;6;1,939489;1,719772;1,09954;1,666165;1,558397;1,414031;0,1874909
"227";"DEU";2003;82,375;93,215915;642,217;723,557;4,07;9,240262;14649,407;63,0725;-1,2647742;2419,528;81549;1;2,33;96,9626474;9,7;2220,08;6;1,929958;1,41907;0,5782575;1,674761;1,534465;1,413554;0,1866033
"228";"DEU";2004;83,8416667;94,2354434;690,443;804,899;4,04;9,192111;15113,723;64,7658;-0,9564788;2449,184;81456;1;2,11;97,6030758;10,4;2270,62;6;1,862092;1,487871;0,6398367;1,639209;1,479608;1,49604;0,1754576
"229";"DEU";2005;85,4583333;94,8203575;751,938;868,355;3,35;9,094896;15618,763;66,9923;-0,6737046;2478,9;81337;1;2,19;98,0304561;11,2;2300,86;6;1,885013;1,505681;0,8901936;1,663715;1,516365;1,485834;0,1753199
"230";"DEU";2006;86,975;95,1086544;858,981;985,788;3,76;8,818479;16084,682;66,4926;0,9812598;2513,494;81173;1;3,08;100,7637441;10,1;2393,25;6;1,803052;1,650243;1,026523;1,783433;1,569094;1,365231;0,1541785
"231";"DEU";2007;88,95;96,7230166;913,826;1080,938;4,22;8,437985;16409,017;63,6637;2,8529024;2548,093;80992;1;4,28;102,5275493;8,5;2513,23;6;1,73584;1,637844;0,9960085;1,772996;1,615169;1,336478;0,1490315
"232";"DEU";2008;91,4;97,5343212;960,269;1113,329;3,98;7,983951;16623,879;65,1524;2,4958817;2580,051;80764;1;4,63;102,3906476;7,4;2561,74;6;1,759813;1,522836;0,9458345;1,745706;1,488769;1,336778;0,1476491
"233";"DEU";2009;91,625;99,2479936;808,518;930,04;3,22;7,51964;16815,378;72,5805;-0,5945665;2600,2;80483;1;1,22;96,4762528;7,6;2460,28;6;1,755258;1,578987;0,8605308;1,655951;1,519109;1,334962;0,1454582
"234";"DEU";2010;92,65;100;955,982;1090,085;2,74;6,957001;16873,018;81,8069;-1,7462385;2629,41;80284;1;0,81;100;7;2580,06;6;1,77627;1,571172;0,7968345;1,631237;1,573053;1,297783;0,1432701
"235";"DEU";2011;94,95;101,0704769;1079,344;1211,489;2,61;6,346628;16723,863;79,447;1,5403312;2651,791;80275;1;1,39;102,4596425;5,8;2703,12;6;1,743273;1,554961;0,8422185;1,616171;1,554825;1,349211;0,1347418
"236";"DEU";2012;97;102,6272595;1100,331;1268,318;1,5;5,791169;16659,294;80,6742;2,2535584;2676,273;80426;1;0,57;101,9466765;5,4;2758,26;6;1,829577;1,593369;0,7756213;1,664948;1,536132;1,393738;0,1295873
"237";"DEU";2013;98,5583333;104,6442859;1114,628;1283,053;1,57;5,260147;16783,983;78,2219;1,8239781;2719,162;80646;1;0,22;101,8216489;5,2;2826,24;6;1,813811;1,54252;0,9279839;1,6495;1,553044;1,406184;0,1288184
"238";"DEU";2014;99,3166667;106,4848432;1137,835;1341,314;1,16;4,768676;16970,761;75,2837;2,1660728;2764,808;80983;1;0,21;103,1992714;5;2938,59;6;1,83838;1,731392;0,9251865;1,856834;1,703043;1,43633;0,1400346
"239";"DEU";2015;99,9916667;108,592281;1184,55;1428,688;0,5;4,320854;17194,445;71,5668;2,1705818;2811,041;81687;1;-0,01975;104,0786672;4,6;3048,86;6;1,837888;1,73683;0,6998243;1,794997;1,723078;1,421997;0,1427269
"240";"DEU";2016;100,3583333;110,0737749;1202,764;1450,232;0,09;3,930424;17404,942;68,5463;2,092444;2858,26;82349;1;-0,2641667;105,1949491;4,1;3159,75;6;1,843418;1,734568;0,6813634;1,622016;1,817016;1,364375;0,1402313
"241";"DEU";2017;102,0666667;111,7593946;1294,106;1541,898;0,32;3,619899;17609,708;64,5461;2,0693611;2906,725;82657;1;-0,33;106,1276435;3,8;3277,34;6;1,84111;1,719291;0,5875772;1,608339;1,783135;1,389825;0,1412875
"242";"DEU";2018;104,0416667;113,8421738;1360,945;1590,16;0,4;3,370088;NA;60,9324;2,627466;2954,042;82885;1;-0,32;106,3593621;3,4;3386;6;1,946862;1,619633;0,5987851;1,629487;1,763705;1,423473;0,1437135
"243";"DEU";2019;105,6019482;116,2286595;1405,626;1618,935;NA;3,198134;NA;58,3997;1,8314466;2997,783;83037,888;1;NA;105,9389742;3,1;3475,774;6;1,895473;1,585309;0,5828653;1,618773;1,72305;1,335724;0,1366704
"244";"DEU";2020;107,1878872;118,6416317;1454,179;1668,459;NA;3,088484;NA;55,5744;1,5891987;3040,828;83124,069;1;NA;106,675722;2,7;3602,78;6;NA;NA;NA;NA;NA;NA;NA
"245";"ESP";1960;NA;6,9488317;0,8451;0,9662;NA;NA;2469,819;NA;NA;NA;30263,269;0,380879401;NA;44,1226722;2,2;11,934;10;NA;NA;NA;NA;NA;NA;NA
