"";"cntry";"year";"CPIH";"DGDP";"DMGT";"DXGT";"LTIR";"NAWU";"NPON";"PDEB";"PDEF";"PGDP";"POPU";"REER";"STIR";"TFFP";"UNEM";"UVGD";"id";"CC.EST";"GE.EST";"PV.EST";"RL.EST";"RQ.EST";"VA.EST";"VA.STD.ERR"
"642";"NLD";1991;62,7203993;64,1722996;132,4781;146,0136;8,74;6,596496;1946,669;73,0321;NA;403,5479;15068;1,048677004;9,28;84,9880899;5,7;264,9541;11;NA;NA;NA;NA;NA;NA;NA
"643";"NLD";1992;64,4929073;66,8194;136,4331;149,768;8,1;6,35596;1972,612;73,7707;NA;416,4984;15182;1,032268311;9,35;85,1451349;5,7;280,5902;11;NA;NA;NA;NA;NA;NA;NA
"644";"NLD";1993;65,5369089;70,9956064;139,8563;158,8233;6,36;6,263146;1996,76;74,8485;NA;429,4495;15290;0,987067264;6,85;85,6327508;6,5;301,8762;11;NA;NA;NA;NA;NA;NA;NA
"645";"NLD";1994;66,9365593;73,0287866;154,1514;174,9987;6,86;6,085465;2020,785;72,2358;NA;443,3444;15381;0,979380227;5,18;87,6334722;7,2;319,7162;11;NA;NA;NA;NA;NA;NA;NA
"646";"NLD";1995;67,8600991;76,6445501;175,0686;197,9854;6,9;6,074391;2047,225;72,5566;-3,656838;457,4704;15459;0,952443833;4,37;88,7767852;8,3;346,0015;11;NA;NA;NA;NA;NA;NA;NA
"647";"NLD";1996;68,8308333;75,9644619;182,2369;203,6887;6,15;5,765382;2072,356;70,7421;2,9185346;473,5617;15530;0,970967142;2,99;89,8906114;7,7;354,9296;11;2,081898;1,942935;1,525928;1,695257;1,84106;1,557145;0,2080557
"648";"NLD";1997;70,1108333;75,4651559;198,5742;222,0406;5,58;5,461824;2096,779;65,0645;2,8473415;490,5905;15611;1,00322184;3,32;91,2435128;6,5;367,8608;11;2,1144025;2,0108335;1,5600485;1,7405785;1,886711;1,5596395;0,21080535
"649";"NLD";1998;71,3566667;76,7282372;208,3033;232,2947;4,63;5,078947;2120,327;61,9247;2,8263102;508,6258;15707;1,007237794;3,42;92,9399944;5,1;391,4617;11;2,146907;2,078732;1,594169;1,7859;1,932362;1,562134;0,213555
"650";"NLD";1999;72,8075;78,2754153;228,592;251,277;4,63;4,781338;2141,688;57,8059;4,1386643;527,1972;15812;1;2,96;95,0383623;4,2;419,459;11;2,1767695;2,0744265;1,6771355;1,7799725;2,015185;1,5530475;0,2078853
"651";"NLD";2000;74,5091667;80,9527243;268,893;298,475;5,4;4,536614;2163,472;52,0848;4,4594442;545,0233;15926;1;4,39;97,0402118;3,7;452,007;11;2,206632;2,070121;1,760102;1,774045;2,098008;1,543961;0,2022156
"652";"NLD";2001;78,3233333;84,3404781;273,421;305,023;4,96;4,17101;2186,608;49,4581;2,4066108;562,2278;16046;1;4,26;97,3619292;3,1;481,881;11;2,164671;2,0333455;1,533293;1,7568605;1,984208;1,5066875;0,19485325
"653";"NLD";2002;81,3458333;87,5205702;267,151;301,426;4,89;4,080195;2209,585;48,8018;0,4417954;576,0455;16149;1;3,32;96,9134894;3,7;501,137;11;2,12271;1,99657;1,306484;1,739676;1,870408;1,469414;0,1874909
"654";"NLD";2003;83,1633333;89,4200108;269,922;304,015;4,12;4,054837;2235,805;49,9953;-0,7708508;587,6836;16225;1;2,33;97,1169684;4,8;512,81;11;2,052378;2,020344;1,162664;1,747386;1,750716;1,526795;0,1866033
"655";"NLD";2004;84,3158333;90,4966637;290,76;331,726;4,1;4,101484;2269,912;50,2998;0,4967069;597,8089;16282;1;2,11;98,877643;5,7;529,286;11;1,998249;2,09252;1,017081;1,757815;1,776129;1,696608;0,1754576
"656";"NLD";2005;85,5741667;92,2964082;314,965;361,556;3,37;4,197221;2309,565;49,8146;1,7733348;607,3316;16320;1;2,19;100,0862754;5,9;550,883;11;1,970572;1,942671;0,9889213;1,764358;1,655154;1,66602;0,1753199
"657";"NLD";2006;86,9858333;94,6602171;348,337;398,55;3,78;4,163308;2349,406;45,2091;2,1137772;617,8755;16346;1;3,08;101,3520134;5;584,546;11;2,050479;1,788718;0,9029117;1,783092;1,682698;1,539821;0,1628137
"658";"NLD";2007;88,3641667;96,621771;381,919;425,837;4,29;4,220662;2391,589;42,9955;1,8746063;630,0482;16382;1;4,28;102,2406639;4,2;619,17;11;2,169937;1,728333;0,7785201;1,78735;1,799105;1,523433;0,1598701
"659";"NLD";2008;90,3166667;98,8501834;396,514;451,703;4,23;4,25654;2443,321;54,7007;2,2433629;641,0547;16446;1;4,63;102,3554779;3,7;647,198;11;2,118235;1,696206;0,8650271;1,761363;1,775021;1,483086;0,1586214
"660";"NLD";2009;91,1966667;99,0683477;341,492;388,883;3,69;4,534914;2505,072;56,7816;-3,0522916;647,8008;16530;1;1,22;98,6819417;4,4;624,842;11;2,134323;1,739726;0,9449179;1,814506;1,699952;1,464389;0,1487411
"661";"NLD";2010;92,0458333;100;394,496;446,176;2,99;4,828007;2566,637;59,2611;-3,4631493;652,216;16615;1;0,81;100;5;639,187;11;2,143759;1,729366;0,9407501;1,819352;1,731538;1,450569;0,1463182
"662";"NLD";2011;94,3241667;100,1936522;435,537;491,041;2,99;4,946835;2655,657;61,6996;-2,635775;657,3736;16693;1;1,39;100,7135174;5;650,359;11;2,120604;1,788899;1,113631;1,822074;1,811241;1,537048;0,1391993
"663";"NLD";2012;96,9883333;101,6425624;455,542;519,13;1,93;5,15085;2770,356;66,2252;-2,2408517;660,5263;16755;1;0,57;99,7961032;5,8;652,966;11;2,117599;1,8134;1,187465;1,861233;1,753006;1,605585;0,1333287
"664";"NLD";2013;99,4733333;102,9435734;460,137;527,581;1,96;5,451664;2871,685;67,6713;-1,3699481;662,8423;16804;1;0,22;100,2274834;7,3;660,463;11;2,046002;1,783959;1,143815;1,835081;1,770449;1,566973;0,1303993
"665";"NLD";2014;99,79;103,2042114;466,572;541,129;1,45;5,396228;2963,355;67,8578;-0,6842278;666,7539;16865;1;0,21;101,6503521;7,4;671,56;11;1,990494;1,817106;1,045115;1,980403;1,769266;1,547281;0,1421983
"666";"NLD";2015;100,0016667;104,0016993;518,594;570,353;0,69;5,289079;3046,497;64,6453;-0,72318;675,9896;16940;1;-0,01975;102,1887954;6,9;690,008;11;1,884297;1,832507;0,9261193;1,944192;1,799031;1,561143;0,1448841
"667";"NLD";2016;100,1058333;104,4745624;491,044;563,377;0,29;5,123863;3122,484;61,894;1,1716175;684,9729;17030;1;-0,2641667;103,0231774;6;708,337;11;1,913111;1,833539;0,9122675;1,89441;1,976167;1,540341;0,1418739
"668";"NLD";2017;101,4008333;105,6775154;532,303;611,411;0,52;4,894673;3199,388;56,954;2,212339;695,9365;17131;1;-0,33;103,925366;4,9;737,048;11;1,867299;1,851793;0,9209073;1,830023;2,047448;1,56937;0,1429981
"669";"NLD";2018;103,0241667;107,9985734;559,614;641,805;0,58;4,588322;NA;52,4233;2,3644477;708,4763;17232;1;-0,32;104,3379325;3,8;773,373;11;2,009312;1,850466;0,8614051;1,815322;2,020491;1,596515;0,1455202
"670";"NLD";2019;105,5497899;110,5467598;577,248;659,6666;NA;4,389657;NA;49,0578;2,213499;720,8622;17330,438;1;NA;104,3492233;3,5;804,5073;11;1,999758;1,798008;0,8572519;1,808467;1,861079;1,564838;0,1381988
"671";"NLD";2020;107,1283927;112,3579367;605,1164;688,0916;NA;4,212004;NA;46,7239;1,457817;732,8969;17417,423;1;NA;104,7802444;3,6;830,9302;11;NA;NA;NA;NA;NA;NA;NA
"672";"PRT";1960;NA;10,6791985;0,6453;0,50551;NA;NA;698,995;NA;NA;NA;8857,716;0,151464969;NA;35,1858549;2;3,2875;12;NA;NA;NA;NA;NA;NA;NA
"673";"PRT";1961;NA;10,6214982;0,83548;0,50895;NA;NA;713,744;NA;NA;NA;8929,316;0,153061123;NA;36,0475372;2,4;3,3868;12;NA;NA;NA;NA;NA;NA;NA
"674";"PRT";1962;NA;10,760972;0,74952;0,60523;NA;NA;722,74;NA;NA;NA;8993,985;0,153415269;NA;39,4489489;2,7;3,7926;12;NA;NA;NA;NA;NA;NA;NA
"675";"PRT";1963;NA;10,7069695;0,82203;0,64072;NA;NA;729,45;NA;NA;NA;9030,355;0,153415269;NA;40,778398;2,6;3,9184;12;NA;NA;NA;NA;NA;NA;NA
"676";"PRT";1964;NA;10,9592581;0,97381;0,78543;NA;NA;730,21;NA;NA;NA;9035,365;0,153415269;NA;43,0885052;2,5;4,2535;12;NA;NA;NA;NA;NA;NA;NA
"677";"PRT";1965;NA;11,6532008;1,14014;0,88381;NA;2,494581;741,7;NA;NA;43,9908;8998,595;0,153415269;NA;46,8080066;2,5;4,9485;12;NA;NA;NA;NA;NA;NA;NA
"678";"PRT";1966;NA;11,8957057;1,25032;0,93361;NA;2,439598;756,445;NA;NA;46,0103;8930,99;0,153415269;2,98;48,4730103;2,5;5,2815;12;NA;NA;NA;NA;NA;NA;NA
"679";"PRT";1967;NA;12,8538302;1,36316;1,05542;NA;2,395483;764,12;NA;NA;48,1482;8874,52;0,152701988;3,12;50,1932831;2,5;5,944;12;NA;NA;NA;NA;NA;NA;NA
"680";"PRT";1968;NA;13,6917953;1,59449;1,17986;NA;2,390611;777,455;NA;NA;50,3851;8836,65;0,147549406;3,4;52,5114164;2,6;6,6526;12;NA;NA;NA;NA;NA;NA;NA
"681";"PRT";1969;NA;14,4355337;1,68739;1,36063;NA;2,431232;792,115;NA;NA;52,6635;8757,705;0,146586726;3,4;53,4615652;2,6;7,1848;12;NA;NA;NA;NA;NA;NA;NA
"682";"PRT";1970;NA;15,018281;2,02087;1,49816;NA;2,529508;818,963;NA;NA;55,0893;8680,431;0,146541834;3,96;56,597784;2,6;8,1083;12;NA;NA;NA;NA;NA;NA;NA
"683";"PRT";1971;NA;15,5920333;2,33128;1,68752;NA;2,704547;836,058;NA;NA;57,8879;8643,756;0,147848685;4,34;60,5409698;2,5;9,301;12;NA;NA;NA;NA;NA;NA;NA
"684";"PRT";1972;NA;16,2090661;2,56724;1,92202;NA;3,049307;837,07;NA;NA;60,8592;8630,43;0,152013647;4,36;65,4773709;2,5;10,6726;12;NA;NA;NA;NA;NA;NA;NA
"685";"PRT";1973;NA;18,3914825;3,23221;2,40521;NA;3,579467;840,815;13,373;NA;63,9992;8633,1;0,15097116;4,38;67,2941601;2,6;12,7055;12;NA;NA;NA;NA;NA;NA;NA
"686";"PRT";1974;NA;21,3874015;4,90581;3,06622;NA;3,991687;855,78;13,2956;NA;68,0056;8754,365;0,149302182;5,27;67,7154892;1,7;15,2058;12;NA;NA;NA;NA;NA;NA;NA
"687";"PRT";1975;NA;24,8439587;4,01654;2,53835;NA;5,015173;923,445;18,8711;NA;71,9578;9093,47;0,156802606;6,76;63,6788962;4,4;16,7634;12;NA;NA;NA;NA;NA;NA;NA
"688";"PRT";1976;NA;27,1663813;4,51988;2,53416;NA;5,654811;986,18;24,1471;NA;75,2957;9355,81;0,167692361;8,44;64,3377765;6,2;18,7502;12;NA;NA;NA;NA;NA;NA;NA
"689";"PRT";1977;NA;25,3836992;4,99613;2,71647;NA;6,146944;1008,51;26,4605;NA;78,0998;9455,675;0,21757664;11,14;66,7616832;7,4;18,5739;12;NA;NA;NA;NA;NA;NA;NA
"690";"PRT";1978;NA;23,0906454;4,73318;2,83588;NA;6,570714;1036,005;29,4301;NA;80,5311;9558,25;0,278666913;15,47;70,5320601;8,1;17,9377;12;NA;NA;NA;NA;NA;NA;NA
"691";"PRT";1979;NA;22,8534385;5,69833;3,85131;NA;6,916334;1067,915;33,0011;NA;83,3512;9661,265;0,334263924;16,08;73,0895678;8,2;19,0141;12;NA;NA;NA;NA;NA;NA;NA
"692";"PRT";1980;NA;27,3168146;8,17129;5,03332;NA;7,230977;1076,246;29,0957;NA;85,9996;9766,312;0,346924911;16,34;75,5048174;8;23,8104;12;NA;NA;NA;NA;NA;NA;NA
"693";"PRT";1981;NA;32,6171891;10,79587;5,80273;NA;7,493921;1104,209;36,8342;NA;88,6207;9851,362;0,341650622;16,02;75,0393223;7,8;29,0488;12;NA;NA;NA;NA;NA;NA;NA
"694";"PRT";1982;NA;33,8986553;11,51311;6,25855;NA;7,649707;1148,985;40,2858;NA;91,1663;9911,77;0,38909528;16,84;76,1087842;7,8;30,8431;12;NA;NA;NA;NA;NA;NA;NA
"695";"PRT";1983;NA;33,904711;10,76869;7,43425;NA;7,856687;1159,795;43,7592;NA;93,5614;9957,865;0,49225716;20,92;76,0664777;8,9;31,1484;12;NA;NA;NA;NA;NA;NA;NA
"696";"PRT";1984;NA;35,8930328;11,79391;9,24633;NA;7,94242;1169,439;48,0412;NA;95,8662;9996,232;0,577010904;22,46;75,0312895;9,6;32,6315;12;NA;NA;NA;NA;NA;NA;NA
"697";"PRT";1985;NA;38,5031589;12,06871;10,37291;27,74;7,939759;1189,138;55,6604;NA;98,3801;10023,613;0,649691743;21,01;75,4189821;9,8;35,5773;12;NA;NA;NA;NA;NA;NA;NA
"698";"PRT";1986;NA;40,3294441;11,54904;10,32021;15,76;7,754712;1215,16;56,0136;NA;101,3008;10032,733;0,733674345;15,56;78,45701;9,5;38,5019;12;NA;NA;NA;NA;NA;NA;NA
"699";"PRT";1987;NA;39,9333964;14,09726;11,22799;15,12;7,299425;1241,474;53,6209;NA;105,2914;10030,031;0,811123692;13,89;82,0458304;8;41,0335;12;NA;NA;NA;NA;NA;NA;NA
"700";"PRT";1988;NA;43,2695851;17,54332;12,79425;14,15;6,85897;1269,883;53,24;NA;109,8857;10019,61;0,848252212;12,96;83,7786369;6,7;46,8359;12;NA;NA;NA;NA;NA;NA;NA
"701";"PRT";1989;40,9031554;47,0052544;20,17811;15,90367;14,94;6,580686;1303,109;51,8768;NA;114,6524;10005;0,864980896;13,7;86,7883951;6;54,2622;12;NA;NA;NA;NA;NA;NA;NA
"702";"PRT";1990;46,3432751;50,1035641;22,98853;17,88957;15,4;6,393201;1339,107;52,4986;NA;119,5441;9983,218;0,903366387;16,91;91,002582;5,6;62,3847;12;NA;NA;NA;NA;NA;NA;NA
"703";"PRT";1991;51,6393308;56,3557579;25,18363;18,42948;14,54;6,237375;1325,804;54,8337;NA;124,0257;9960,235;0,890923873;17,67;90,8436219;5;72,534;12;NA;NA;NA;NA;NA;NA;NA
"704";"PRT";1992;56,2162379;62,806518;27,0669;19,4891;13,83;6,198895;1402,972;49,2507;NA;128,289;9952,494;0,871468261;16,18;92,9019756;5;83,3669;12;NA;NA;NA;NA;NA;NA;NA
"705";"PRT";1993;59,5499657;61,3439179;24,81241;18,62287;9,71;6,385334;1432,12;53,7832;NA;131,5798;9964,675;0,9395851;13,25;92,1664291;6,3;80,8658;12;NA;NA;NA;NA;NA;NA;NA
"706";"PRT";1994;62,5101821;62,6966272;27,0312;20,6007;10,48;6,576173;1462,768;56,4454;NA;134,8646;9991,525;0,982113107;11,1;92,9697472;7,6;83,8798;12;NA;NA;NA;NA;NA;NA;NA
"707";"PRT";1995;64,9909661;66,5026741;30,1669;24,36324;11,47;6,616257;1495,949;58,3049;0,3576141;138,2042;10026,2;0,978167616;9,79;94,535211;7,9;91,0246;12;NA;NA;NA;NA;NA;NA;NA
"708";"PRT";1996;66,8983333;68,2105159;32,52594;25,65132;8,56;6,596908;1529,016;59,5107;0,0913394;141,9864;10063,9;0,976451751;7,36;95,7118181;8;96,6268;12;1,371545;1,27419;1,286603;1,286295;1,219082;1,497633;0,2080557
"709";"PRT";1997;68,1625;69,8524561;36,31304;28,05007;6,36;6,426245;1562,911;55,1842;0,1259319;146,6275;10109;0,990557756;5,72;96,8662243;7,5;103,3326;12;1,3328165;1,2184295;1,32792;1,282874;1,1779635;1,4661;0,21080535
"710";"PRT";1998;69,6725;71,4208269;40,39874;30,24946;4,88;6,064274;1597,032;51,8273;-1,2473023;151,9248;10160,2;1,006050418;4,32;98,0145889;6,1;110,7153;12;1,294088;1,162669;1,369237;1,279453;1,136845;1,434567;0,213555
"711";"PRT";1999;71,1841667;74,2889549;44,05271;31,67072;4,78;5,880256;1628,057;51,049;-0,0858665;157,1679;10217,8;1;2,96;99,0438782;5,5;119,6392;12;1,2420965;1,093318;1,3834815;1,252473;1,05058415;1,3962175;0,2078853
"712";"PRT";2000;73,1808333;76,8590667;50,40059;36,21575;5,59;5,791794;1665,503;50,3171;-0,2069959;162,3268;10289,9;1;4,39;99,6257089;5,1;128,4663;12;1,190105;1,023967;1,397726;1,225493;0,9643233;1,357868;0,2022156
"713";"PRT";2001;76,4083333;79,7140594;51,12558;37,24934;5,16;5,855414;1705,274;53,4164;-1,7990537;166,9336;10362,7;1;4,26;98,8450288;5,1;135,8275;12;1,222709;1,1149065;1,4183065;1,280952;1,12788965;1,3312065;0,19485325
"714";"PRT";2002;79,2358333;83,0684784;50,22837;38,43282;5,01;6,231965;1735,825;56,1823;-0,5040615;170,3856;10419,6;1;3,32;98,0212065;6,2;142,6314;12;1,255313;1,205846;1,438887;1,336411;1,291456;1,304545;0,1874909
"715";"PRT";2003;81,8008333;85,9252431;49,23569;39,09984;4,18;6,750688;1761,583;58,6529;-1,7635607;172,7482;10458,8;1;2,33;96,7094512;7,4;146,1583;12;1,158951;1,166833;1,290926;1,309731;1,255014;1,40958;0,1866033
"716";"PRT";2004;83,8541667;87,9840749;54,105;41,52794;4,14;7,22276;1788,686;61,9893;-3,6390781;174,9381;10483,9;1;2,11;97,9681536;7,8;152,3716;12;1,143963;1,064095;0,9707719;1,24946;1,19687;1,464911;0,1754576
"717";"PRT";2005;85,64;90,9138086;56,85719;42,41458;3,44;7,94807;1814,038;67,3922;-3,6434017;176,5161;10503,3;1;2,19;98,1370077;8,8;158,6526;12;1,069998;1,056517;1,01761;1,2349;1,280887;1,430305;0,1753199
"718";"PRT";2006;88,2483333;93,8097767;63,43381;49,73674;3,91;8,580629;1836,157;69,1748;-1,5611428;178,0587;10522,3;1;3,08;98,6193331;8,9;166,2487;12;1,016922;0,8745383;0,9529556;0,98591;1,065522;1,232662;0,1541785
"719";"PRT";2007;90,3858333;96,6044315;67,8136;54,40507;4,42;9,335524;1859,019;68,4391;-0,0600965;179,4234;10543;1;4,28;100,2304761;9,1;175,4677;12;1,036281;0,9007416;0,8218185;1,016893;1,08139;1,231421;0,1524529
"720";"PRT";2008;92,7825;98,2831386;73,04809;55,67458;4,52;10,017937;1884,332;71,6663;-0,6594359;180,4465;10558,2;1;4,63;99,4313034;8,8;178,8726;12;1,070165;1,085485;0,9884541;1,020404;1,100412;1,201864;0,1510167
"721";"PRT";2009;91,945;99,3606364;59,65513;47,51262;4,21;11,089485;1914,35;83,6095;-6,8311961;180,1265;10568,2;1;1,22;97,6652706;10,7;175,4482;12;1,092931;1,156265;0,7876344;1,064921;0,9914032;1,128243;0,1454582
"722";"PRT";2010;93,2241667;100;67,3506;53,75089;5,4;11,89772;1953,409;96,1833;-8,24327;179,9683;10573,1;1;0,81;100;12;179,9298;12;1,090371;1,010235;0,717687;1,056598;0,7198218;1,107203;0,1432701
"723";"PRT";2011;96,5375;99,7304277;67,95194;60,40987;10,24;12,462006;1992,034;111,3897;-3,0662286;178,8808;10557,6;1;1,39;99,31312;12,9;176,1666;12;1,112964;0,9471941;0,7417393;1,023857;0,6259704;1,107911;0,1434494
"724";"PRT";2012;99,2175;99,3339297;64,35899;63,50384;10,55;13,209823;2020,126;126,2224;-0,7806864;176,506;10514,8;1;0,57;98,0947327;15,8;168,398;12;0,9602379;1,035028;0,7752726;1,065502;0,8269463;1,028528;0,1315515
"725";"PRT";2013;99,6541667;101,5858844;65,57271;67,28393;6,29;13,275797;2051,225;129,0395;0,0077054;174,8994;10457,3;1;0,22;99,0970001;16,4;170,2693;12;0,9504781;1,230732;0,7487634;1,058802;0,8041509;1,066935;0,1288184
"726";"PRT";2014;99,495;102,3480574;69,03324;69,36035;3,75;12,505336;2087,505;130,5996;-2,2644392;174,6555;10401,1;1;0,21;99,4146948;14,1;173,0791;12;0,9476263;0,9885908;0,8062744;1,137531;0,7499732;1,107446;0,1400346
"727";"PRT";2015;100;104,425065;71,60059;72,64755;2,42;11,659463;2122,996;128,7547;0,162489;175,341;10358,1;1;-0,01975;100,5798519;12,6;179,8091;12;0,964725;1,220341;0,9178401;1,146595;0,9568518;1,128678;0,1427269
"728";"PRT";2016;100,6358333;106,2533489;72,54316;74,61914;3,17;10,644406;2158,732;129,216;2,2126502;176,798;10325,5;1;-0,2641667;101,7286931;11,2;186,4805;12;0,9255069;1,209821;0,9740514;1,097242;0,844399;1,157669;0,1402313
"729";"PRT";2017;102,2016667;107,8723219;81,53836;83,09846;3,05;9,369444;2194,957;124,7626;0,8585274;179,2203;10300,3;1;-0,33;102,5717557;9;194,6135;12;0,8739526;1,332028;1,118346;1,132149;0,9087492;1,208407;0,1412875
"730";"PRT";2018;103,395;109,4122778;87,59854;87,86532;1,84;8,110444;NA;121,4776;2,997326;182,0456;10278,5;1;-0,32;103,2925719;7;201,6057;12;0,8499604;1,208909;1,136034;1,140163;0,8854163;1,205792;0,1437135
"731";"PRT";2019;104,4989049;110,9189975;93,14978;92,06483;NA;7,13418;NA;119,4918;2,8816463;184,9941;10273,361;1;NA;104,2112225;6,2;207,8002;12;0,7639953;1,154005;1,128248;1,135677;0,969747;1,238783;0,1366704
"732";"PRT";2020;106,1534321;112,7246657;98,41148;96,45843;NA;6,327002;NA;116,553;2,9926539;188,0087;10268,224;1;NA;105,276867;5,7;214,8057;12;NA;NA;NA;NA;NA;NA;NA
